person_id,person_name_en,panel,date,kind,source,title_en,title_zh,summary_en,summary_zh,url
sam-altman,Sam Altman,news,2026-07-27,major,Al Jazeera,Sam Altman says AI has entered ‘singularity’: Should we be worried?,Sam Altman says AI has entered ‘singularity’: Should we be worried?,"Altman said AI has entered a 'singularity,' a striking framing of how far AI capabilities have progressed.",Altman表示AI已进入「奇点」，这是对AI能力发展程度的一种引人注目的定性。,https://news.google.com/rss/articles/CBMipwFBVV95cUxNb0Qya0Q1Y05TUmFEUEtjUEFwNmtTcHJtLU15S0Y5aUg2dkJuWVI5WVFIMmFULXJMRGpjMmoyQ3hvUWF3THZrdkpEcmxES2JzNnlNcEZfRkI0cWY5ZGJfcGUzMG04RGhyWDRwRWo0Q0Uyek9oRjZpWmE5TTVwWW9DNlRreWRfanhiaWg3UzktekF5MHJGb1NGVzh0ZnFTd0lDUjNrZVljUdIBrAFBVV95cUxNbUd1T2NxWnFmVG5mcC02Y2NjOUxJM3J5Nl9SZ05rVUkzWWc1MFdkWmt0Z1lXVWVUSDlZTW9nS0ROSHN1SmZBeHRxeENoeS1ObUtGVW81SVB0TlV1ZlNmMmFHSmNKZzEyUjhVYV9WU29vNVhZT0JTM1FpeUYySGpyMGdvaHdHWEk4dldCZjAwd1AwMnZzblY2dEZCc1M3bjBtbENMVzNWdW85bHZQ?oc=5
jensen-huang,Jensen Huang,posts,2026-08-10,interview,CNBC,Computing industry is going through a fundamental platform shift,计算产业正在经历一次根本性的平台迁移,"Huang's core framing for 2026: not a product cycle, a platform shift.",黄仁勋 2026 年的核心叙事：这不是产品周期，而是平台迁移。,https://www.cnbc.com/video/2026/08/10/nvidia-ceo-jensen-huang-computing-industry-is-going-through-a-fundamental-platform-shift.html
jensen-huang,Jensen Huang,posts,2026-08-11,report,CNBC,"NVIDIA releases Nemotron 3.5 Lightning, its first open-source model of the cycle",NVIDIA 发布 Nemotron 3.5 Lightning —— 本轮首个开源模型,Lightweight enough to run on a single consumer GPU.,轻量到可在单张消费级 GPU 上运行。,https://www.cnbc.com/2026/08/11/nvidia-releases-nemotron-3point5-lightning-open-source-ai-model-.html
jensen-huang,Jensen Huang,posts,2026-03-16,talk,NVIDIA GTC,"GTC 2026 keynote — Vera Rubin, Groq LPU, and physical AI",GTC 2026 主题演讲 —— Vera Rubin、Groq LPU 与物理 AI,"Says he sees $1T in Blackwell and Vera Rubin orders through 2027, and unveils the NVIDIA Groq 3 LPU — the first chip from the ~$20B asset purchase closed in December.",称看到至 2027 年 Blackwell 与 Vera Rubin 累计 1 万亿美元订单，并发布 NVIDIA Groq 3 LPU —— 去年 12 月约 200 亿美元资产收购后的首款芯片。,https://www.nvidia.com/gtc/keynote/
jensen-huang,Jensen Huang,posts,2026-06-01,talk,NVIDIA,GTC Taipei 2026 — the era of agentic AI has arrived,GTC 台北 2026 —— agentic AI 时代已经到来,,,https://singjupost.com/nvidia-gtc-taipei-2026-keynote-w-ceo-jensen-huang-transcript/
jensen-huang,Jensen Huang,posts,2026-01-06,talk,NVIDIA / CES,"CES 2026 keynote — AI, robotics and enterprise silicon",CES 2026 主题演讲 —— AI、机器人与企业级芯片,,,https://www.nvidia.com/en-us/gtc/keynote
jensen-huang,Jensen Huang,posts,2026-09-15,blog,NVIDIA Newsroom,"‘Now We Can Know Everything and Do Anything,’ Jensen Huang Says at Dreamforce","‘Now We Can Know Everything and Do Anything,’ Jensen Huang Says at Dreamforce","Jensen Huang appeared onstage with Salesforce CEO Marc Benioff at Dreamforce, describing how AI agents let enterprises 'know everything and do anything.'",黄仁勋在Dreamforce大会上与Salesforce CEO马克·贝尼奥夫同台，阐述AI智能体如何让企业「无所不知、无所不能」。,https://blogs.nvidia.com/blog/jensen-huang-dreamforce/
jensen-huang,Jensen Huang,posts,2026-09-14,podcast,"All-In with Chamath, Jason, Sacks & Fr…","Jensen Huang: The Doomer Hoax, Superintelligence Is Here, and The Future of AI (ft. President Trump)","Jensen Huang: The Doomer Hoax, Superintelligence Is Here, and The Future of AI (ft. President Trump)",Huang joined the All-In podcast to argue AI doomerism is overblown and that superintelligence concerns shouldn't slow the industry.,黄仁勋做客All-In播客，认为AI末日论被过分夸大，超级智能的担忧不应拖慢行业发展步伐。,https://podcasts.apple.com/us/podcast/jensen-huang-the-doomer-hoax-superintelligence-is/id1502871393?i=1000789631039&uo=4
jensen-huang,Jensen Huang,posts,2026-09-08,x,@jensenhuang,"NVIDIA compute is fungible, durable and highly rentable. It is a productive, revenue-generating asset.","NVIDIA compute is fungible, durable and highly rentable. It is a productive, revenue-generating asset.","Huang argued NVIDIA compute is a fungible, durable, highly rentable asset -- a case for GPUs as productive capital.",黄仁勋提出，英伟达算力是可替代、耐用且高度可租赁的资产，将GPU定位为具有生产力的资本。,https://x.com/JensenHuang/status/2097118747509268885
jensen-huang,Jensen Huang,posts,2026-09-03,x,@JensenHuang,"Exciting day for NVIDIA and @huggingface. Open models strengthen safety and cybersecurity, accelerate innovation and diffusion, and enable sovereignty. They all","Exciting day for NVIDIA and @huggingface. Open models strengthen safety and cybersecurity, accelerate innovation and diffusion, and enable sovereignty. They all","Huang called the Hugging Face deal a boost for safety, sovereignty and diffusion of open models, in a post that drew over 3 million views.",黄仁勋称收购Hugging Face一事有助于提升安全性、主权和开放模型的普及，该推文浏览量超过300万。,https://x.com/JensenHuang/status/2095482647355244762
jensen-huang,Jensen Huang,posts,2026-08-31,podcast,Bloomberg Tech,Special Edition: Nvidia CEO Jensen Huang & MediaTek CEO Rick Tsai Talk New Partnership,Special Edition: Nvidia CEO Jensen Huang & MediaTek CEO Rick Tsai Talk New Partnership,"In a joint Bloomberg interview, Jensen Huang and MediaTek CEO Rick Tsai discussed NVIDIA's $3.5 billion investment in MediaTek and their deepening chip partnership.",在彭博社的联合专访中，黄仁勋与联发科CEO蔡力行谈及NVIDIA向联发科投资35亿美元、深化芯片合作的进展。,https://podcasts.apple.com/us/podcast/special-edition-nvidia-ceo-jensen-huang-mediatek-ceo/id1611767434?i=1000786987300&uo=4
jensen-huang,Jensen Huang,posts,2026-08-30,x,@JensenHuang,"Gavin, spot on. AI is bringing manufacturing back to America and reindustrializing the nation after decades of offshoring. AI is creating demand that drives inv","Gavin, spot on. AI is bringing manufacturing back to America and reindustrializing the nation after decades of offshoring. AI is creating demand that drives inv",Huang argues AI-driven demand is reindustrializing the US and pushing investment into the power grid.,黄仁勋认为AI驱动的需求正在推动美国再工业化，并促使电网获得更多投资。,https://x.com/JensenHuang/status/2094173025881272408
jensen-huang,Jensen Huang,posts,2026-08-13,x,@JensenHuang,The mighty A100 fleet are mission-capable from 2020 through 2029. NVIDIA computing is more than chips. CUDA gives developers and NVIDIA engineers a common platf,The mighty A100 fleet are mission-capable from 2020 through 2029. NVIDIA computing is more than chips. CUDA gives developers and NVIDIA engineers a common platf,"Huang said NVIDIA's A100 fleet stays mission-capable from 2020 through 2029, arguing CUDA gives a common platform to keep upgrading across Ampere, Hopper and later generations.",黄仁勋表示英伟达A100显卡将在2020年至2029年间保持可用，称CUDA为开发者和工程师提供了在Ampere、Hopper等各代硬件上持续升级的统一平台。,https://x.com/JensenHuang/status/2087755674650603534
jensen-huang,Jensen Huang,posts,2026-08-11,x,@JensenHuang,"Lightning strikes for continuous and long-run agents! Nemotron 3.5 Lightning is smart, fast, efficient and open.","Lightning strikes for continuous and long-run agents! Nemotron 3.5 Lightning is smart, fast, efficient and open.","Huang announced Nemotron 3.5 Lightning, a new open model NVIDIA is positioning as fast and efficient for continuous, long-running AI agents.",黄仁勋宣布推出Nemotron 3.5 Lightning，英伟达将其定位为面向长时间连续运行智能体的高效开源新模型。,https://x.com/JensenHuang/status/2087184542050496763
jensen-huang,Jensen Huang,posts,2026-08-04,x,@JensenHuang,"Today, we’re launching Alpamayo 2 Super, our frontier open reasoning model for autonomous vehicles. Beyond seeing, Alpamayo understands and reasons through the","Today, we’re launching Alpamayo 2 Super, our frontier open reasoning model for autonomous vehicles. Beyond seeing, Alpamayo understands and reasons through the","Huang launched Alpamayo 2 Super, NVIDIA's frontier open reasoning model for autonomous vehicles, which reasons through driving scenarios before acting rather than just perceiving them.",黄仁勋发布了Alpamayo 2 Super，这是英伟达面向自动驾驶的前沿开放推理模型，能够在行动前对复杂路况进行推理，而不仅仅是感知路况。,https://x.com/JensenHuang/status/2084656303046332747
jensen-huang,Jensen Huang,posts,2026-07-27,podcast,Y Combinator Startup Podcast,Jensen Huang: The Mindset That Built NVIDIA,Jensen Huang: The Mindset That Built NVIDIA,Huang's Startup School 2026 talk on how NVIDIA started with the wrong technology and taught itself accelerated computing.,黄仁勋在 2026 年 Startup School 上的演讲，讲述英伟达如何从错误的技术路线起步，又如何自学掌握加速计算。,https://podcasts.apple.com/us/podcast/jensen-huang-the-mindset-that-built-nvidia/id1236907421?i=1000778610475&uo=4
jensen-huang,Jensen Huang,posts,2026-07-27,x,@JensenHuang,"Attackers have frontier AI. Defenders need a frontier AI ecosystem—the best open and closed models, force-multiplied by a global community. During the Hugging F","Attackers have frontier AI. Defenders need a frontier AI ecosystem—the best open and closed models, force-multiplied by a global community. During the Hugging F","Huang argued defenders need as broad an open-and-closed AI ecosystem as attackers, citing the Hugging Face security incident as a case where closed AI models were unable to help mitigate the threat in time.",黄仁勋提出，防御方需要像攻击方一样拥有涵盖开源与闭源模型的完整AI生态，并以Hugging Face安全事件为例，指出闭源AI在该事件中未能及时协助应对威胁。,https://x.com/JensenHuang/status/2081698060330250294
jensen-huang,Jensen Huang,posts,2026-07-25,podcast,Bloomberg Tech,Special Edition: Nvidia CEO Jensen Huang on Investing in South Korea,Special Edition: Nvidia CEO Jensen Huang on Investing in South Korea,Interview with Bloomberg's Ed Ludlow on NVIDIA's investment in South Korea and why he sees this as a golden age for the industry.,接受彭博社埃德·勒德洛专访，谈英伟达在韩国的投资，以及他为何认为这是行业的黄金时代。,https://podcasts.apple.com/us/podcast/special-edition-nvidia-ceo-jensen-huang-on-investing/id1611767434?i=1000778327898&uo=4
jensen-huang,Jensen Huang,posts,2026-07-25,podcast,Bloomberg Talks,Nvidia CEO Jensen Huang Talks Investing in South Korea's AI Boom,Nvidia CEO Jensen Huang Talks Investing in South Korea's AI Boom,"In a Bloomberg interview, Huang discusses NVIDIA's investment alongside SK Group in South Korea's AI data center buildout, calling it a 'golden age' for the country.","在彭博社采访中，黄仁勋谈到英伟达与SK集团合作在韩国建设AI数据中心，称这是韩国的""黄金时代""。",https://podcasts.apple.com/us/podcast/nvidia-ceo-jensen-huang-talks-investing-in-south-koreas/id1690236827?i=1000778312886&uo=4
jensen-huang,Jensen Huang,posts,2026-07-24,x,@JensenHuang,"For my first post, I’m sharing a letter @NVIDIA signed on why open models matter. AI will transform every industry, power every company, and be built by every c","For my first post, I’m sharing a letter @NVIDIA signed on why open models matter. AI will transform every industry, power every company, and be built by every c","In his first-ever post on X, Huang shared a letter NVIDIA signed arguing open models matter for AI safety and broad economic benefit, a stance that drew tens of millions of views.",黄仁勋在他首条X（推特）帖子中分享了英伟达签署的一封公开信，主张开源模型对AI安全和普惠经济发展至关重要，该帖获得了数千万次浏览。,https://x.com/JensenHuang/status/2080643682408321103
jensen-huang,Jensen Huang,posts,2026-05-18,podcast,How I Built This with Guy Raz,NVIDIA: Jensen Huang. From near collapse to becoming the world’s biggest company,NVIDIA: Jensen Huang. From near collapse to becoming the world’s biggest company,Long-form interview tracing NVIDIA from near-collapse to the world's most valuable company.,长篇访谈，回顾英伟达从濒临倒闭到成为全球市值最高公司的历程。,https://podcasts.apple.com/us/podcast/nvidia-jensen-huang-from-near-collapse-to-becoming/id1150510297?i=1000766861065&uo=4
jensen-huang,Jensen Huang,posts,2026-05-11,podcast,AI智识录,黄仁勋在 CMU 2026毕业典礼上的演讲,黄仁勋在 CMU 2026毕业典礼上的演讲,"Recap of his 2026 Carnegie Mellon commencement address, tracing his path from immigrant paper route to Nvidia and sharing his outlook on the AI era.",他在卡内基梅隆大学2026届毕业典礼演讲的整理内容，回顾了从移民送报童到执掌英伟达的历程，并分享了对AI时代的展望。,https://podcasts.apple.com/us/podcast/%E9%BB%84%E4%BB%81%E5%8B%8B%E5%9C%A8-cmu-2026%E6%AF%95%E4%B8%9A%E5%85%B8%E7%A4%BC%E4%B8%8A%E7%9A%84%E6%BC%94%E8%AE%B2/id1889829123?i=1000767162919&uo=4
jensen-huang,Jensen Huang,posts,2026-04-17,podcast,播客翻译计划,Dwarkesh 对话黄仁勋,Dwarkesh 对话黄仁勋,"Chinese translation of his Dwarkesh Podcast interview, explaining how Nvidia locks in scarce supply-chain capacity to defend its AI infrastructure moat against competitors like Google's TPUs.",他接受Dwarkesh播客访谈的中文翻译版，解释英伟达如何锁定稀缺供应链产能以捍卫其AI基础设施护城河，应对谷歌TPU等竞争。,https://podcasts.apple.com/us/podcast/dwarkesh-%E5%AF%B9%E8%AF%9D%E9%BB%84%E4%BB%81%E5%8B%8B/id1831665175?i=1000761955236&uo=4
jensen-huang,Jensen Huang,posts,2026-04-15,podcast,Dwarkesh Podcast,"Jensen Huang – TPU competition, why we should sell chips to China, & Nvidia’s supply chain moat","Jensen Huang – TPU competition, why we should sell chips to China, & Nvidia’s supply chain moat","Interview on TPU competition, whether to sell AI chips to China, and NVIDIA's supply-chain moat.",访谈谈及 TPU 竞争、是否应向中国出售 AI 芯片，以及英伟达的供应链护城河。,https://podcasts.apple.com/us/podcast/jensen-huang-tpu-competition-why-we-should-sell-chips/id1516093381?i=1000761582962&uo=4
jensen-huang,Jensen Huang,posts,2026-03-24,podcast,跨国串门儿计划,#468.英伟达的万亿征途：黄仁勋深度对话，揭秘 AI 工厂、极限协同设计与人类的未来,#468.英伟达的万亿征途：黄仁勋深度对话，揭秘 AI 工厂、极限协同设计与人类的未来,"Chinese translation of his Lex Fridman Podcast interview, covering Nvidia's shift from chipmaker to 'AI factory' and his approach to extreme co-design.",他接受Lex Fridman播客访谈的中文翻译版，谈及英伟达从芯片公司转型为“AI工厂”的过程，以及他的极限协同设计理念。,https://podcasts.apple.com/us/podcast/468-%E8%8B%B1%E4%BC%9F%E8%BE%BE%E7%9A%84%E4%B8%87%E4%BA%BF%E5%BE%81%E9%80%94-%E9%BB%84%E4%BB%81%E5%8B%8B%E6%B7%B1%E5%BA%A6%E5%AF%B9%E8%AF%9D-%E6%8F%AD%E7%A7%98-ai-%E5%B7%A5%E5%8E%82-%E6%9E%81%E9%99%90%E5%8D%8F%E5%90%8C%E8%AE%BE%E8%AE%A1%E4%B8%8E%E4%BA%BA%E7%B1%BB%E7%9A%84%E6%9C%AA%E6%9D%A5/id1850900599?i=1000756966699&uo=4
jensen-huang,Jensen Huang,posts,2026-03-23,podcast,Lex Fridman Podcast,#494 – Jensen Huang: NVIDIA – The $4 Trillion Company & the AI Revolution,#494 – Jensen Huang: NVIDIA – The $4 Trillion Company & the AI Revolution,Long-form conversation with Lex Fridman on NVIDIA's role in the AI computing revolution.,与 Lex Fridman 的长篇对话，谈英伟达在 AI 计算革命中的角色。,https://podcasts.apple.com/us/podcast/494-jensen-huang-nvidia-the-%244-trillion-company-the/id1434243584?i=1000756806357&uo=4
jensen-huang,Jensen Huang,posts,2026-03-19,podcast,"All-In with Chamath, Jason, Sacks & Fr…","Jensen Huang LIVE: Nvidia's Future, Physical AI, Rise of the Agent, Inference Explosion, AI PR Crisis","Jensen Huang LIVE: Nvidia's Future, Physical AI, Rise of the Agent, Inference Explosion, AI PR Crisis","Live appearance covering the Groq acquisition, the inference explosion, and the market for physical AI.",现场访谈，谈收购 Groq、推理需求的爆发，以及物理 AI 的市场空间。,https://podcasts.apple.com/us/podcast/jensen-huang-live-nvidias-future-physical-ai-rise-of/id1502871393?i=1000756188610&uo=4
jensen-huang,Jensen Huang,posts,2026-01-23,podcast,Meet The Leader,"Davos 2026: Conversation with Jensen Huang, President and CEO of NVIDIA","Davos 2026: Conversation with Jensen Huang, President and CEO of NVIDIA","At Davos 2026, Huang discusses how AI's growth will reshape labor markets and whether it causes labor shortages rather than surpluses.",在2026年达沃斯论坛上，黄仁勋探讨了AI增长将如何重塑劳动力市场，以及它会否导致劳动力短缺而非过剩。,https://podcasts.apple.com/us/podcast/davos-2026-conversation-with-jensen-huang-president/id1534915560?i=1000746354285&uo=4
jensen-huang,Jensen Huang,posts,2026-01-08,podcast,No Priors: Artificial Intelligence | T…,"NVIDIA’s Jensen Huang on Reasoning Models, Robotics, and Refuting the “AI Bubble” Narrative","NVIDIA’s Jensen Huang on Reasoning Models, Robotics, and Refuting the “AI Bubble” Narrative","Interview on reasoning models, robotics, and his case against the AI bubble narrative.",访谈谈推理模型、机器人技术，以及他对“AI 泡沫论”的反驳。,https://podcasts.apple.com/us/podcast/nvidias-jensen-huang-on-reasoning-models-robotics-and/id1668002688?i=1000744277967&uo=4
jensen-huang,Jensen Huang,posts,2026-01-06,podcast,今日深度AI,英伟达（NVIDIA）黄仁勋在CES 2026展会上的主题演讲内容,英伟达（NVIDIA）黄仁勋在CES 2026展会上的主题演讲内容,"Recap of his CES 2026 keynote, detailing Nvidia's push from digital AI into physical AI and robotics via the Vera Rubin platform and Alpamo autonomous-driving model.",他在CES 2026主题演讲的整理内容，详述英伟达借助Vera Rubin平台和Alpamo自动驾驶模型，将AI从数字世界推向物理AI与机器人领域。,https://podcasts.apple.com/us/podcast/%E8%8B%B1%E4%BC%9F%E8%BE%BE-nvidia-%E9%BB%84%E4%BB%81%E5%8B%8B%E5%9C%A8ces-2026%E5%B1%95%E4%BC%9A%E4%B8%8A%E7%9A%84%E4%B8%BB%E9%A2%98%E6%BC%94%E8%AE%B2%E5%86%85%E5%AE%B9/id1828409311?i=1000743942836&uo=4
jensen-huang,Jensen Huang,posts,2025-12-07,podcast,港漂说,黄仁勋x Joe·Rogan（上）老黄亲口承认：没有特朗普，美国AI就跪了！,黄仁勋x Joe·Rogan（上）老黄亲口承认：没有特朗普，美国AI就跪了！,"Chinese translation of his Joe Rogan Podcast appearance, where he says US AI leadership would falter without the Trump administration's policy support.",他做客Joe Rogan播客访谈的中文翻译版，表示如果没有特朗普政府的政策支持，美国在AI领域的领先地位将难以为继。,https://podcasts.apple.com/us/podcast/%E9%BB%84%E4%BB%81%E5%8B%8Bx-joe-rogan-%E4%B8%8A-%E8%80%81%E9%BB%84%E4%BA%B2%E5%8F%A3%E6%89%BF%E8%AE%A4-%E6%B2%A1%E6%9C%89%E7%89%B9%E6%9C%97%E6%99%AE-%E7%BE%8E%E5%9B%BDai%E5%B0%B1%E8%B7%AA%E4%BA%86/id1775631522?i=1000740052539&uo=4
jensen-huang,Jensen Huang,posts,2025-12-03,podcast,The Joe Rogan Experience,#2422 - Jensen Huang,#2422 - Jensen Huang,"Wide-ranging interview on the invention of the GPU, accelerated computing, and NVIDIA's history.",内容广泛的访谈，谈 GPU 的诞生、加速计算，以及英伟达的发展历程。,https://podcasts.apple.com/us/podcast/2422-jensen-huang/id360084272?i=1000739554307&uo=4
jensen-huang,Jensen Huang,posts,2025-07-23,podcast,"All-In with Chamath, Jason, Sacks & Fr…","Winning the AI Race Part 3: Jensen Huang, Lisa Su, James Litinsky, Chase Lochmiller","Winning the AI Race Part 3: Jensen Huang, Lisa Su, James Litinsky, Chase Lochmiller","Jensen Huang appeared on the All-In podcast's AI-race roundtable alongside Lisa Su, James Litinsky and Chase Lochmiller.",黄仁勋在All-In播客的AI竞赛圆桌节目中亮相，与Lisa Su、James Litinsky和Chase Lochmiller同台。,https://podcasts.apple.com/us/podcast/winning-the-ai-race-part-3-jensen-huang-lisa-su-james/id1502871393?i=1000718738622&uo=4
jensen-huang,Jensen Huang,posts,2024-04-25,podcast,Stanford GSB: View From The Top,Jensen Huang on How to Use First-Principles Thinking to Drive Decisions,Jensen Huang on How to Use First-Principles Thinking to Drive Decisions,Stanford GSB talk on using first-principles thinking to drive decisions.,在斯坦福商学院的演讲，谈如何用第一性原理思考来做决策。,https://podcasts.apple.com/us/podcast/jensen-huang-on-how-to-use-first-principles-thinking/id1631585216?i=1000653605981&uo=4
jensen-huang,Jensen Huang,posts,2023-10-16,podcast,Acquired,NVIDIA CEO Jensen Huang,NVIDIA CEO Jensen Huang,"Extended interview on Acquired, following the show's multi-part history of NVIDIA.",在 Acquired 播客上的长篇专访，此前该节目已用多期梳理英伟达的历史。,https://podcasts.apple.com/us/podcast/nvidia-ceo-jensen-huang/id1050462261?i=1000631419166&uo=4
jensen-huang,Jensen Huang,news,2026-08-26,notable,Yahoo Finance,Q2 earnings: update on the $1T GPU opportunity,二季度财报：更新「1 万亿美元 GPU 机会」,Huang to give guidance on NVIDIA's own doubled sales forecast of $1T through 2027.,黄仁勋将就其已翻倍至 2027 年累计 1 万亿美元的销售预测给出指引。,https://finance.yahoo.com/technology/ai/articles/aug-26-nvidia-ceo-jensen-125000695.html
jensen-huang,Jensen Huang,news,2026-08-13,major,TechCrunch,NVIDIA assembles a $500B AI-infrastructure financing platform,NVIDIA 搭建 5000 亿美元 AI 基建融资平台,"Partners with Apollo, BlackRock, Blackstone, Brookfield, Goldman Sachs and KKR — and guarantees with its own balance sheet that GPUs pledged as collateral retain value.",联合 Apollo、BlackRock、Blackstone、Brookfield、高盛与 KKR；NVIDIA 以自有资金担保作为抵押品的 GPU 保值。,https://techcrunch.com/2026/08/13/nvidias-new-500b-plan-is-risky-but-brilliant-especially-for-aging-gpus/
jensen-huang,Jensen Huang,news,2026-08-06,notable,Benzinga,Musk commits SpaceX exclusively to Vera Rubin,马斯克宣布 SpaceX 独家采用 Vera Rubin,Announced on the SpaceX earnings call; NVDA rose ~3.5% on the day.,在 SpaceX 财报电话会上宣布，当日 NVDA 涨约 3.5%。,https://www.benzinga.com/trading-ideas/movers/26/08/60935776/musk-praises-vera-rubin-platform-on-spacex-earnings-call-nvidia-stock-climbs
jensen-huang,Jensen Huang,news,2026-07-27,major,NVIDIA Newsroom,NVIDIA invests ~$5B in Ilya Sutskever's SSI,NVIDIA 向 Ilya Sutskever 的 SSI 投资约 50 亿美元,Long-term strategic partnership giving SSI access to the Vera Rubin platform and an order-of-magnitude compute increase.,长期战略合作，SSI 获得 Vera Rubin 平台使用权，算力提升一个数量级。,https://nvidianews.nvidia.com/news/ilya-sutskevers-safe-superintelligence-inc-and-nvidia-announce-long-term-strategic-partnership
jensen-huang,Jensen Huang,news,2026-09-23,notable,NDTV Profit,Godfather Of AI Takes On Nvidia's Jensen Huang Playing Down Slowdown Call — 'He Has Trump's Ears',Godfather Of AI Takes On Nvidia's Jensen Huang Playing Down Slowdown Call — 'He Has Trump's Ears',"Geoffrey Hinton publicly pushed back on Jensen Huang's dismissal of AI-slowdown concerns, saying Huang has undue political influence with Trump.",杰弗里·辛顿公开反驳黄仁勋对AI放缓论的淡化态度，称其对特朗普具有政治影响力。,https://news.google.com/rss/articles/CBMi6gFBVV95cUxPRG4wcDZrRDh4QWI5ZWNQclc0eTF5cVNlQXdHaE9RNlZyZndWd09zUldGd0dZMGtvVlhmNWpSVVlKQjlWSlJKZ2JpQm1zdC1RbE5QWGtUU1NpcDNiMzl1UUYxNUV2VXF2VU9ZZkhYMDRXdTRvZnVHeGNxdFotcVVaMVBUUEZIa3JpMzBTZk83NnI0VF9pOFZqZ3hkRVFkMXZLLU5qMWNKVjR1eXR1LUhMZktReVpndGdaaDJPbklpS0Jodmx6elB1dnA0SU9PQkdlRGtHMncxamExUG1Cbl9WM3NsczEtc2cxdkHSAfIBQVVfeXFMTkloZ0M0Vk0zZHU1YXFGdm9Kb0g5eXpTZ3daUUVxSGJJWWpNODl4RmNxYjFHeXpIemNNb2dwaEFwUVJnT3NsdDdOWXdIREVudzA2WkhkTE5RLWM4TWQ5bmtTOURiOVZXSE1xSVdPQmRRR2pIZ1FwRUJkMkRlZGx6a3Q4NFFNbURtWUU4dVBySVphaExTMmdZYU9oNUJxRU1qOU1wWVNNYXBmdkpIcXpLQ0tncDBFYWk4NGtZYUFPLW9ycDcwODFmVTF4R010RmNIV2hiMWlIQ2YwSkNIaTVIRldCV2dUTHFraE1YNTZVUDRNS0E?oc=5
jensen-huang,Jensen Huang,news,2026-09-23,notable,Communications Today,Elizabeth Warren seeks clarity on Jensen Huang’s role,Elizabeth Warren seeks clarity on Jensen Huang’s role,"Senator Elizabeth Warren pressed for clarity on Jensen Huang's role, signaling political scrutiny of Nvidia's influence.",参议员伊丽莎白·沃伦要求澄清黄仁勋的角色，显示出对英伟达影响力的政治审查。,https://news.google.com/rss/articles/CBMilgFBVV95cUxOc3ZYeWpPVUljNlR0d3Q5UExoTWdzZHk2T0cyQ3hURHBEcU8wT2hxLTU5NVBUdmtZSTk3YVU0Rk9UamhzemFxUWNEdUpZSEN6ak5vYVRza2dHdlYyWTFwTVFkc2Z6WERjTFNYXy00OUx1REU2QzVYV1lIMllxZkU5ckNMdlVGZHZpNWQzVzNNU0lsTXNBMUE?oc=5
jensen-huang,Jensen Huang,news,2026-09-23,notable,sohu.com,黄仁勋又接受采访表示：芯片封锁是愚蠢的，AI末日论也是烟雾弹！,黄仁勋又接受采访表示：芯片封锁是愚蠢的，AI末日论也是烟雾弹！,"Jensen Huang called chip export bans ""stupid"" and dismissed AI-doom rhetoric as a smokescreen, in a new interview.","黄仁勋在最新采访中称芯片出口禁令""愚蠢""，并称AI末日论只是烟雾弹。",https://news.google.com/rss/articles/CBMijAFBVV95cUxPcFhQdmt5TEp5RFhtbGVLMTkwWFpnTjhicUJnOEtmQ0pXN3BXZmhpbXdrY0tBNVMwVmJwRm8yeEk1LUJrMWxhMmlldHJmZTNIR0dsblA4X0xjeGpWOWFMWEoyd1JyMkVzODBGUjZOVFA3Y29DS1E2SFRJakpHY25GU1RhSXJ2d2NtYmZ1UA?oc=5
jensen-huang,Jensen Huang,news,2026-09-23,notable,新浪新闻_手机新浪网,替代大学？硅谷风投办AI新型学院：黄仁勋、奥尔特曼授课，学费或对标哈佛，不发文凭,替代大学？硅谷风投办AI新型学院：黄仁勋、奥尔特曼授课，学费或对标哈佛，不发文凭,"A Silicon Valley VC-backed AI institute plans to have Jensen Huang and Sam Altman teach courses priced to rival Harvard, positioning itself as an alternative to a traditional university degree.",一所由硅谷风投支持的AI新型学院计划邀请黄仁勋和奥尔特曼授课，学费对标哈佛，试图成为传统大学学位的替代选择。,https://news.google.com/rss/articles/CBMiyAFBVV95cUxPLWNjalpCZ3k0VHNNR3VOaVNYUUpUd0dFcHA0eDBaeEVoS0VKZGFRaFU1cFZpeXNDX0dGWW5TZUxyT2RiX0VDczFWSEg3aFQ5R2xQSlFvVEcxM1ducTg2bkV5eWw2d2l6eTE3YnRzWklaX1ZTdFdHTnZZakhqUUcwaG1GUjM5bkZrbUNVSGhTWjVKYXhISHVtRUJMV2VVWU5lc0Y5aWowRzAwd1Zhdk1zVUxROEV4WEt0M3R2OGRCTzlRbDZnYjdZdg?oc=5
